"No.","Time","Source","Destination","Protocol","Length","Info"
"1898","128.256643","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1910","129.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1911","129.251344","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1923","130.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1924","130.253840","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1935","131.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1936","131.252162","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1948","132.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1949","132.251524","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1960","133.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1961","133.251384","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1973","134.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1974","134.251824","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1986","135.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1987","135.251244","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1998","136.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1999","136.252385","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2010","137.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2011","137.251324","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2012","137.254731","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2013","137.263437","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2025","138.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2026","138.252382","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2037","139.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2038","139.251384","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2049","140.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2050","140.250844","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2063","141.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2064","141.252242","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2065","141.258189","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2076","142.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2077","142.253500","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2088","143.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2089","143.251184","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2100","144.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2101","144.252625","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2113","145.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2114","145.251024","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2125","146.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2126","146.254020","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2138","147.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2139","147.251224","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2150","148.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2151","148.251982","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2163","149.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2164","149.253740","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2175","150.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2176","150.253403","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2187","151.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2188","151.251224","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2199","152.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2200","152.252662","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2212","153.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2213","153.253540","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2224","154.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2225","154.251344","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2236","155.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2237","155.251965","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2248","156.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2249","156.251484","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2260","157.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2261","157.251284","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2272","158.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2273","158.251084","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2284","159.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2285","159.251965","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2296","160.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2297","160.252285","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2309","161.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2310","161.253640","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2321","162.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2322","162.250964","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2334","163.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2335","163.251384","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2346","164.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2347","164.250944","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2359","165.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2360","165.251284","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2371","166.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2372","166.253980","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2385","167.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2386","167.251444","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2399","168.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2400","168.251124","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2412","169.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2413","169.252445","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2425","170.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2426","170.252405","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2437","171.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2438","171.250884","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2449","172.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2450","172.251004","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2463","173.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2464","173.251064","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2465","173.252341","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2476","174.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2477","174.252725","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2488","175.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2489","175.251504","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2500","176.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2501","176.250864","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2513","177.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2514","177.253560","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2525","178.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2526","178.251962","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2538","179.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2539","179.252342","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2550","180.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2551","180.253540","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2563","181.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2564","181.253620","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2575","182.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2576","182.252302","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2577","182.254912","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2588","183.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2589","183.253180","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2590","183.258599","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2601","184.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2602","184.250884","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2614","185.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2615","185.251124","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2627","186.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2628","186.250924","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2639","187.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2640","187.253620","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2641","187.258919","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2652","188.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2653","188.251104","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2664","189.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2665","189.251284","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2678","190.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2679","190.251862","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2690","191.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2691","191.253880","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2703","192.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2704","192.252525","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2715","193.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2716","193.252122","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2728","194.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2729","194.251704","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2740","195.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2741","195.252802","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2753","196.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2754","196.252882","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2755","196.258574","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2766","197.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2767","197.252085","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2779","198.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2780","198.255661","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2791","199.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2792","199.253780","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2793","199.255517","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2805","200.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2806","200.251564","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2817","201.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2818","201.251604","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"2829","202.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
